gender,age,student_since,nationality,school_education,attended_university	
female,28,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,3/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,2/27/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,18,2/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,4/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,2/27/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/15/2019,Somalia,Lower secondary education (7-11 school years),FALSE	
male,29,3/31/2019,Germany,Upper secondary education (11-13 school years),TRUE	
male,27,3/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,20,3/2/2019,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,25,3/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/15/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,3/2/2019,Sierra Leone,Upper secondary education (11-13 school years),TRUE	
male,43,2/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,25,2/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,36,3/7/2019,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,25,3/2/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,42,2/27/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,20,3/6/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,35,2/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,45,2/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,24,3/4/2019,Egypt,Upper secondary education (11-13 school years),FALSE	
male,22,5/27/2019,Lebanon,Upper secondary education (11-13 school years),FALSE	
male,23,2/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,2/28/2019,Sudan,Upper secondary education (11-13 school years),TRUE	
male,36,2/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,35,2/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,3/4/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,34,3/23/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,3/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,43,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,23,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,4/1/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,3/7/2019,Yemen,Upper secondary education (11-13 school years),TRUE	
male,45,3/7/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,28,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,22,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,40,3/13/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,38,3/6/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,30,3/8/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,42,3/6/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,18,3/6/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,27,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,38,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,3/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,25,3/26/2019,Cambodia,Upper secondary education (11-13 school years),FALSE	
male,38,3/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,20,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,22,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,32,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,5/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,20,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,18,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,23,3/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,3/6/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,42,3/6/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,31,3/8/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,19,3/6/2019,Saudi Arabia,Upper secondary education (11-13 school years),FALSE	
male,30,3/7/2019,Libya,Upper secondary education (11-13 school years),TRUE	
female,21,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,18,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,22,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,21,3/7/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,28,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/6/2019,Iraq,Upper secondary education (11-13 school years),FALSE	
female,21,4/1/2019,Jordan,I did not go to school,TRUE	
male,29,3/7/2019,Turkey,Primary education (4-7 school years),TRUE	
male,26,3/13/2019,Lebanon,Upper secondary education (11-13 school years),TRUE	
male,46,3/10/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,25,5/21/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,22,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,3/22/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,23,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,4/10/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
female,23,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,21,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,33,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,21,3/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,35,3/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,20,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,29,4/19/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/6/2019,Somalia,Upper secondary education (11-13 school years),FALSE	
male,36,3/10/2019,Syrian Arab Republic,Primary education (4-7 school years),TRUE	
male,22,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,24,5/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,21,3/7/2019,Afghanistan,Upper secondary education (11-13 school years),FALSE	
female,25,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,19,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,24,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,3/7/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,19,3/6/2019,Syrian Arab Republic,Primary education (4-7 school years),FALSE	
female,42,3/9/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,22,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,4/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,18,3/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,21,3/7/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,20,3/8/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,3/16/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,19,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,20,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,3/16/2019,Central African Republic,Upper secondary education (11-13 school years),TRUE	
female,19,3/18/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,37,3/7/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,3/6/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,24,3/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,3/18/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,18,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,38,4/2/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,3/16/2019,Jordan,Upper secondary education (11-13 school years),FALSE	
male,49,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,21,3/15/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,41,3/16/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,20,3/27/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
female,25,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,22,4/9/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,31,4/1/2019,Sudan,Primary education (4-7 school years),TRUE	
male,28,5/15/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,24,3/15/2019,Afghanistan,Lower secondary education (7-11 school years),TRUE	
male,26,4/2/2019,Iraq,Upper secondary education (11-13 school years),TRUE	
male,28,3/13/2019,Somalia,Upper secondary education (11-13 school years),TRUE	
male,30,3/14/2019,Somalia,Lower secondary education (7-11 school years),FALSE	
male,32,3/17/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/25/2019,Somalia,Upper secondary education (11-13 school years),FALSE	
male,30,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,3/14/2019,Somalia,Upper secondary education (11-13 school years),FALSE	
male,34,3/15/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,21,3/14/2019,Burundi,Lower secondary education (7-11 school years),FALSE	
female,19,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,3/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,3/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,44,3/23/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,29,3/13/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,20,3/13/2019,Sudan,Upper secondary education (11-13 school years),TRUE	
male,38,3/17/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,18,3/13/2019,Iran (Islamic Republic of),Lower secondary education (7-11 school years),FALSE	
male,26,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,31,3/20/2019,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,22,3/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,3/26/2019,Somalia,Upper secondary education (11-13 school years),FALSE	
male,26,3/16/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,22,4/27/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/13/2019,Jordan,Upper secondary education (11-13 school years),FALSE	
male,42,3/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,3/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,4/2/2019,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,36,3/20/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,42,4/1/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,22,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,30,3/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,38,3/14/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,36,3/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,3/13/2019,Iraq,Upper secondary education (11-13 school years),TRUE	
male,34,3/13/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,38,4/22/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,32,3/20/2019,Ghana,Upper secondary education (11-13 school years),TRUE	
male,28,3/20/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,26,3/31/2019,Afghanistan,Lower secondary education (7-11 school years),TRUE	
male,35,3/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,32,3/24/2019,Germany,Upper secondary education (11-13 school years),TRUE	
male,35,3/20/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,25,3/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,25,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,27,3/29/2019,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,28,3/22/2019,Sudan,Upper secondary education (11-13 school years),TRUE	
female,35,3/21/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,24,3/21/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,33,3/20/2019,Egypt,Lower secondary education (7-11 school years),TRUE	
male,37,3/21/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,3/20/2019,Iraq,Upper secondary education (11-13 school years),TRUE	
male,40,3/22/2019,Ethiopia,Upper secondary education (11-13 school years),TRUE	
female,39,5/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,24,3/23/2019,Iraq,Upper secondary education (11-13 school years),TRUE	
male,28,4/19/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,34,3/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,50,3/29/2019,Algeria,Upper secondary education (11-13 school years),FALSE	
female,18,3/20/2019,Kazakhstan,Lower secondary education (7-11 school years),TRUE	
male,26,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/20/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,30,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,36,4/2/2019,Iraq,Upper secondary education (11-13 school years),TRUE	
male,33,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,23,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,35,3/29/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,20,3/27/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,21,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,23,4/29/2019,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,19,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,23,3/25/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,36,3/21/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,31,3/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,3/23/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,32,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/21/2019,Syrian Arab Republic,I did not go to school,FALSE	
male,21,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/24/2019,Somalia,Upper secondary education (11-13 school years),FALSE	
female,37,3/24/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,3/21/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,3/30/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,3/24/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,3/20/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/30/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,4/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,22,3/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,37,3/21/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,24,4/22/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,4/14/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,3/23/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,5/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,3/23/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,27,4/6/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
female,35,3/31/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,25,4/1/2019,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,27,3/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,4/14/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,28,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,20,4/1/2019,Eritrea,Lower secondary education (7-11 school years),FALSE	
male,37,3/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,29,5/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,4/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,4/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,3/31/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,4/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,41,4/1/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,38,3/30/2019,Bulgaria,Upper secondary education (11-13 school years),TRUE	
male,40,3/30/2019,Bulgaria,Upper secondary education (11-13 school years),TRUE	
male,38,4/4/2019,Cameroon,Upper secondary education (11-13 school years),TRUE	
male,25,3/29/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,3/30/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,3/30/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/30/2019,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,26,3/28/2019,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,20,4/1/2019,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
female,20,4/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,4/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/29/2019,Syrian Arab Republic,I did not go to school,FALSE	
male,24,3/29/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,4/7/2019,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,49,3/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,25,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,24,4/20/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,42,3/28/2019,Turkey,Lower secondary education (7-11 school years),TRUE	
female,29,3/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,21,4/1/2019,"Palestine, State of",Upper secondary education (11-13 school years),FALSE
male,36,3/30/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,3/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,25,3/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,26,3/29/2019,Bahrain,Upper secondary education (11-13 school years),TRUE	
female,29,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,41,5/4/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,29,3/31/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,4/15/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,26,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,4/13/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,28,5/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,4/4/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,39,4/2/2019,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,28,4/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,38,3/28/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,19,3/28/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,4/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,4/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,33,4/1/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/30/2019,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,40,4/19/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,23,4/12/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,38,4/4/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,43,4/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,35,4/13/2019,Turkey,I did not go to school,TRUE	
male,37,4/3/2019,Turkey,Upper secondary education (11-13 school years),FALSE	
male,33,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,29,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,29,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,42,6/9/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,22,4/3/2019,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
female,37,5/24/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,43,4/10/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,32,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,31,4/5/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,26,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,34,4/10/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,31,4/18/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,47,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,22,4/21/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,27,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,32,5/2/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,23,4/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,38,4/5/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,30,4/3/2019,Somalia,Lower secondary education (7-11 school years),FALSE	
male,25,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,37,4/5/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,34,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,21,4/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,32,5/30/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,41,4/3/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,23,4/3/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
male,47,4/3/2019,Syrian Arab Republic,I did not go to school,FALSE	
male,25,4/3/2019,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,30,4/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,5/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,41,4/3/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,20,4/22/2019,Ethiopia,Lower secondary education (7-11 school years),TRUE	
female,23,4/23/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,35,4/3/2019,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,26,4/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,24,4/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,26,4/5/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,41,4/5/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
female,28,4/20/2019,Ethiopia,Primary education (4-7 school years),FALSE	
female,27,4/11/2019,Turkey,Lower secondary education (7-11 school years),TRUE	
male,20,4/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,4/12/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,38,4/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,4/10/2019,Turkey,Upper secondary education (11-13 school years),TRUE	
male,32,4/17/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,4/10/2019,Ethiopia,Upper secondary education (11-13 school years),TRUE	
