Case Number,PostalCode,Number in Household,# of Adults,# of Children,Quantity,Amount,Cubic Volume Total (Ft),Primary Segment,Appointment Date,Date/Time Opened,DAY,MONTH,YEAR
00019623,M1L1N8,2,1,1,15,"$1,375.00 ",280.50,Women and/or Children,07/06/2019,13/05/2019 11:48 AM,13,5,2019
00014746,L5B1J9,4,2,2,13,"$1,375.00 ",280.60,Other,10/04/2018,28/03/2018 10:02 AM,28,3,2018
00020866,M1L2Y1,2,2,0,14,"$1,325.00 ",280.60,Other,24/08/2019,02/08/2019 12:22 PM,2,8,2019
00012737,M3C2Z1,3,2,1,23,"$1,265.00 ",280.70,Refugees,05/01/2018,22/11/2017 4:40 PM,22,11,2017
00014607,M3N2M6,2,1,1,22,"$1,475.00 ",280.70,Formerly Homeless,09/04/2018,13/03/2018 10:38 AM,13,3,2018
00013145,L6X1X7,2,2,0,16,"$1,190.00 ",280.80,Other,12/01/2018,07/12/2017 9:29 AM,7,12,2017
00013547,M3M3R7,3,2,1,19,"$1,390.00 ",280.80,Women & Children,29/01/2018,04/01/2018 10:50 AM,4,1,2018
00016381,M6K2T7,3,2,1,17,"$1,500.00 ",280.80,Formerly Homeless,18/09/2018,31/08/2018 9:18 AM,31,8,2018
00014907,M2J0G1,4,2,2,18,"$1,728.00 ",280.90,Other,27/04/2018,16/04/2018 3:15 PM,16,4,2018
00019940,M1P2M7,2,1,1,18,"$1,350.00 ",280.90,Refugees,28/06/2019,03/06/2019 5:28 PM,3,6,2019
00015673,M6L1J1,1,1,0,18,"$1,450.00 ",281.30,Formerly Homeless,11/07/2018,04/07/2018 8:57 AM,4,7,2018
00017144,M3C1C2,2,2,0,14,"$1,450.00 ",281.40,Formerly Homeless,14/11/2018,06/11/2018 10:30 AM,6,11,2018
00018738,M5T2S3,2,2,0,18,"$1,350.00 ",281.60,Formerly Homeless,22/03/2019,13/03/2019 11:19 AM,13,3,2019
00013325,M1B5N2,1,1,0,15,"$1,085.00 ",281.90,Women and/or Children,17/01/2018,18/12/2017 10:40 AM,18,12,2017
00015798,m5t2h5,3,2,1,25,"$1,750.00 ",281.90,Formerly Homeless,20/07/2018,13/07/2018 10:22 AM,13,7,2018
00015104,M4L2Z7,1,1,0,21,"$1,475.00 ",282.00,Formerly Homeless,10/05/2018,03/05/2018 2:31 PM,3,5,2018
00017893,M1E4S6,1,1,0,22,"$1,575.00 ",282.00,Formerly Homeless,24/01/2019,14/01/2019 12:20 PM,14,1,2019
00011343,M1W2P2,4,2,2,18,"$1,120.00 ",282.10,Formerly Homeless,17/11/2017,13/09/2017 7:21 PM,13,9,2017
00017615,M5A3W2,1,1,0,21,"$1,525.00 ",282.10,Formerly Homeless,19/12/2018,12/12/2018 8:47 PM,12,12,2018
00018677,M6N4C1,1,1,0,21,"$1,650.00 ",282.10,Formerly Homeless,19/03/2019,08/03/2019 11:01 AM,8,3,2019
00014548,M6A1X3,4,4,0,23,"$1,600.00 ",282.30,Other,19/04/2018,06/03/2018 3:32 PM,6,3,2018
00016931,M4X1G7,4,2,2,19,"$1,350.00 ",282.30,Other,23/11/2018,18/10/2018 1:58 PM,18,10,2018
00018934,M4K2G4,2,1,1,16,"$1,400.00 ",282.30,Formerly Homeless,08/04/2019,27/03/2019 4:19 PM,27,3,2019
00016905,M5A2N2,1,1,0,22,"$1,500.00 ",282.50,Formerly Homeless,30/10/2018,17/10/2018 10:35 AM,17,10,2018
00017198,M4Y1B3,1,1,0,22,"$1,400.00 ",282.50,Mental Illness,28/11/2018,11/11/2018 9:09 PM,11,11,2018
00018505,M6K1S6,1,1,0,18,"$1,525.00 ",282.50,Formerly Homeless,07/03/2019,25/02/2019 3:31 PM,25,2,2019
00013060,M9W2K3,1,1,0,21,"$1,215.00 ",282.60,Formerly Homeless,07/12/2017,04/12/2017 4:06 PM,4,12,2017
00015157,L6X0P8,3,2,1,21,"$1,500.00 ",282.60,Other,23/05/2018,10/05/2018 1:45 PM,10,5,2018
00017823,M5A2E1,1,1,0,23,"$1,575.00 ",282.60,Indigenous,15/01/2019,08/01/2019 11:31 AM,8,1,2019
00017416,M2J3B8,4,2,2,21,"$1,450.00 ",282.60,Other,05/02/2019,30/11/2018 10:10 AM,30,11,2018
00018586,M4L-2B1,2,2,0,19,"$1,808.00 ",282.70,Other,29/03/2019,01/03/2019 3:39 PM,1,3,2019
00020039,M6A3A7,1,1,0,20,"$1,450.00 ",282.70,Other,12/07/2019,07/06/2019 10:01 AM,7,6,2019
00015484,M5A1S1,1,1,0,22,"$1,625.00 ",282.80,Formerly Homeless,20/06/2018,13/06/2018 2:46 PM,13,6,2018
00015730,M3L2H7,4,2,2,23,"$1,375.00 ",282.80,Formerly Homeless,04/09/2018,10/07/2018 2:36 PM,10,7,2018
00016090,L5M0Y3,4,2,2,23,"$1,823.00 ",282.80,Other,05/09/2018,06/08/2018 8:58 PM,6,8,2018
00011892,M9W5Z3,4,2,2,21,"$1,095.00 ",282.90,Formerly Homeless,04/10/2017,13/09/2017 7:47 PM,13,9,2017
00013361,M6E4Z9,1,1,0,22,"$1,425.00 ",282.90,Refugees,02/03/2018,20/12/2017 3:08 PM,20,12,2017
00012752,M4X1W7,3,2,1,18,"$1,249.00 ",283.00,Immigrants & Newcomers,04/12/2017,23/11/2017 1:23 PM,23,11,2017
00015980,M6K1M3,3,1,2,21,"$1,928.00 ",283.00,Women and/or Children,04/09/2018,27/07/2018 12:56 PM,27,7,2018
00016795,M5A3X1,2,2,0,25,"$1,575.00 ",283.10,Other,31/10/2018,03/10/2018 2:04 PM,3,10,2018
00019964,L7A4W2,3,2,1,21,"$1,525.00 ",283.10,Other,09/07/2019,04/06/2019 1:52 PM,4,6,2019
00020642,M1B1X9,4,2,2,18,"$1,575.00 ",283.20,Other,08/08/2019,17/07/2019 11:10 AM,17,7,2019
00014859,M6M5G5,1,1,0,21,"$1,575.00 ",283.30,Formerly Homeless,17/04/2018,12/04/2018 3:05 PM,12,4,2018
00014895,M9N3P7,2,2,0,25,"$1,700.00 ",283.30,Formerly Homeless,26/04/2018,16/04/2018 10:52 AM,16,4,2018
00017281,M3L2E2,1,1,0,25,"$1,600.00 ",283.30,Formerly Homeless,26/11/2018,20/11/2018 1:58 PM,20,11,2018
00018123,M5A1W6,1,1,0,18,"$1,400.00 ",283.30,Formerly Homeless,19/02/2019,31/01/2019 3:11 PM,31,1,2019
00011971,M8V3J9,2,1,1,22,"$1,260.00 ",283.40,Formerly Homeless,12/10/2017,13/09/2017 7:47 PM,13,9,2017
00016088,M6M3Y9,1,1,0,16,"$1,500.00 ",283.50,Formerly Homeless,21/08/2018,03/08/2018 3:26 PM,3,8,2018
00019462,M5G2M5,3,1,2,23,"$1,425.00 ",283.50,Formerly Homeless,30/05/2019,01/05/2019 5:44 PM,1,5,2019
00020531,M3C1C6,3,2,1,20,"$1,625.00 ",283.50,Immigrants & Newcomers,14/08/2019,09/07/2019 3:31 PM,9,7,2019
00017496,M4J4B7,2,2,0,25,"$1,725.00 ",283.60,Formerly Homeless,19/12/2018,05/12/2018 2:08 PM,5,12,2018
00018360,M9V-4X1,3,3,0,17,"$1,325.00 ",283.60,Other,08/03/2019,14/02/2019 6:33 PM,14,2,2019
00015859,M5H4X5,5,1,4,21,"$1,325.00 ",283.70,Formerly Homeless,08/08/2018,19/07/2018 10:52 AM,19,7,2018
00017106,M5A1W6,1,1,0,23,"$1,575.00 ",283.70,Formerly Homeless,14/11/2018,02/11/2018 1:44 PM,2,11,2018
00018305,M3C1X6,1,1,0,17,"$1,400.00 ",283.80,Formerly Homeless,25/02/2019,12/02/2019 11:44 AM,12,2,2019
00014266,M4J1E2,1,1,0,19,"$1,500.00 ",284.20,Other,06/03/2018,16/02/2018 10:30 AM,16,2,2018
00016673,M6C2M4,1,1,0,17,"$1,325.00 ",284.20,Women & Children,22/10/2018,21/09/2018 2:44 PM,21,9,2018
00020471,M2M1J7,5,1,4,22,"$1,400.00 ",284.20,Women and/or Children,25/07/2019,05/07/2019 10:52 AM,5,7,2019
00012403,M4J1Z7,1,1,0,21,"$1,235.00 ",284.30,Formerly Homeless,17/10/2017,15/10/2017 6:43 PM,15,10,2017
00011347,M3J3S5,2,2,0,19,"$1,190.00 ",284.40,Refugees,29/11/2017,13/09/2017 7:21 PM,13,9,2017
00015356,M3N1A1,4,1,3,18,"$1,575.00 ",284.50,Women and/or Children,22/08/2018,01/06/2018 10:37 AM,1,6,2018
00015914,M9V1V2,1,1,0,20,"$1,550.00 ",284.70,Formerly Homeless,09/08/2018,24/07/2018 12:19 PM,24,7,2018
00017088,M3N2W5,3,1,2,23,"$1,575.00 ",284.70,Formerly Homeless,19/11/2018,01/11/2018 10:45 AM,1,11,2018
00018459,M6M5A2,1,1,0,18,"$1,350.00 ",284.70,Formerly Homeless,04/03/2019,22/02/2019 10:19 AM,22,2,2019
00012583,M9V4V2,1,1,0,20,"$1,260.00 ",284.90,Formerly Homeless,16/11/2017,08/11/2017 2:56 PM,8,11,2017
00013508,M1P4K1,1,1,0,19,"$1,175.00 ",284.90,Formerly Homeless,09/01/2018,03/01/2018 1:23 PM,3,1,2018
00013928,M8V3J9,5,1,4,21,"$1,175.00 ",285.00,Formerly Homeless,07/02/2018,26/01/2018 11:21 AM,26,1,2018
00015171,L5B0H8,3,2,1,21,"$1,878.00 ",285.00,Other,25/05/2018,11/05/2018 11:12 AM,11,5,2018
00015291,M4X1M2,1,1,0,23,"$1,525.00 ",285.00,Women & Children,29/05/2018,25/05/2018 3:10 PM,25,5,2018
00013647,M4C5L8,4,2,2,11,"$1,350.00 ",285.10,Immigrants,23/03/2018,09/01/2018 4:21 PM,9,1,2018
00019997,M4C5L9,4,4,0,23,"$1,525.00 ",285.10,Immigrants & Newcomers,11/07/2019,05/06/2019 2:05 PM,5,6,2019
00012046,M3L1Y8,4,1,3,19,"$1,160.00 ",285.30,Women and/or Children,20/10/2017,13/09/2017 7:49 PM,13,9,2017
00014329,M9M2T4,7,5,2,17,"$1,500.00 ",285.30,Formerly Homeless,28/02/2018,22/02/2018 10:38 AM,22,2,2018
00011317,M4X1R4,2,2,0,26,"$1,415.00 ",285.40,Refugees,21/10/2017,13/09/2017 7:21 PM,13,9,2017
00020646,M1L3E9,5,2,3,24,"$1,500.00 ",285.50,Formerly Homeless,13/08/2019,17/07/2019 12:19 PM,17,7,2019
00012659,M3J2S5,3,2,1,21,"$1,320.00 ",285.60,Other,29/11/2017,20/11/2017 3:41 PM,20,11,2017
00012883,M6N3M7,1,1,0,20,"$1,020.00 ",285.60,Formerly Homeless,30/11/2017,27/11/2017 3:40 PM,27,11,2017
00016205,M1J1Z4,5,2,3,18,"$1,250.00 ",285.60,Refugees,05/10/2018,17/08/2018 9:20 AM,17,8,2018
00016172,L4H2J1,4,2,2,19,"$1,425.00 ",285.70,Immigrants & Newcomers,29/08/2018,14/08/2018 1:43 PM,14,8,2018
00013947,M6B4C3,1,1,0,19,"$1,235.00 ",285.80,Formerly Homeless,01/02/2018,29/01/2018 9:03 AM,29,1,2018
00015293,M9V-1R9,2,2,0,20,"$1,649.00 ",285.80,Other,29/05/2018,25/05/2018 4:09 PM,25,5,2018
00019637,M6A0B6,2,2,0,21,"$1,400.00 ",286.00,Other,13/06/2019,14/05/2019 9:58 AM,14,5,2019
00012053,M6M2A3,3,1,2,23,"$1,415.00 ",286.20,Women and/or Children,20/10/2017,13/09/2017 7:49 PM,13,9,2017
00018521,M2J1L9,5,2,3,23,"$1,575.00 ",286.20,Other,12/03/2019,26/02/2019 1:36 PM,26,2,2019
00018106,M1M2T3,5,1,4,15,"$1,300.00 ",286.30,Indigenous,21/02/2019,30/01/2019 12:33 PM,30,1,2019
00016334,M6M1T1,4,2,2,30,"$1,700.00 ",286.60,Formerly Homeless,12/09/2018,29/08/2018 10:50 AM,29,8,2018
00012533,M5T3J5,2,2,0,18,"$1,250.00 ",286.80,Formerly Homeless,06/11/2017,01/11/2017 1:27 PM,1,11,2017
00018155,M9B5Z6,4,3,1,23,"$1,450.00 ",286.90,Immigrants & Newcomers,28/02/2019,01/02/2019 3:48 PM,1,2,2019
00012677,M9V1N8,1,1,0,23,"$1,180.00 ",287.00,Formerly Homeless,22/11/2017,21/11/2017 11:23 AM,21,11,2017
00014015,M9W4M2,7,2,5,24,"$1,475.00 ",287.00,Formerly Homeless,14/03/2018,01/02/2018 9:26 AM,1,2,2018
00017099,M5A1W4,1,1,0,16,"$1,325.00 ",287.00,Formerly Homeless,07/11/2018,01/11/2018 3:18 PM,1,11,2018
00018956,M1K1N8,2,2,0,17,"$1,400.00 ",287.00,Immigrants & Newcomers,11/04/2019,28/03/2019 4:28 PM,28,3,2019
00020435,M1G0A6,4,2,2,13,"$1,275.00 ",287.00,Other,16/07/2019,03/07/2019 9:42 AM,3,7,2019
00020481,M4M2P1,1,1,0,23,"$1,600.00 ",287.10,Formerly Homeless,17/07/2019,05/07/2019 3:14 PM,5,7,2019
00021022,M6A2M7,2,1,1,16,"$1,425.00 ",287.20,Formerly Homeless,22/08/2019,14/08/2019 12:56 PM,14,8,2019
00015262,M3N2T2,1,1,0,18,"$1,175.00 ",287.30,Formerly Homeless,30/05/2018,24/05/2018 8:46 AM,24,5,2018
00017997,M4J1L9,1,1,0,26,"$1,375.00 ",287.30,Formerly Homeless,04/02/2019,21/01/2019 3:19 PM,21,1,2019
00018001,M4J1M8,1,1,0,29,"$1,575.00 ",287.40,Formerly Homeless,04/02/2019,22/01/2019 10:52 AM,22,1,2019
00017291,M4J5B6,2,2,0,26,"$1,804.00 ",287.50,Refugees,05/12/2018,21/11/2018 11:34 AM,21,11,2018
00018839,M6N4T3,6,3,3,20,"$1,525.00 ",287.50,Women and/or Children,04/04/2019,20/03/2019 1:46 PM,20,3,2019
00011963,M9V1A8,3,2,1,20,"$1,305.00 ",287.60,Other,11/10/2017,13/09/2017 7:47 PM,13,9,2017
00013895,L6S2V2,4,2,2,24,"$1,225.00 ",287.60,Formerly Homeless,09/03/2018,24/01/2018 2:44 PM,24,1,2018
00017491,M1L3G1,3,2,1,12,"$1,225.00 ",287.60,Other,13/12/2018,05/12/2018 12:30 PM,5,12,2018
00011878,M4K2G7,1,1,0,18,"$1,165.00 ",287.80,Formerly Homeless,02/10/2017,13/09/2017 7:47 PM,13,9,2017
00019051,M4X1W7,1,1,0,23,"$1,450.00 ",287.80,Formerly Homeless,17/04/2019,04/04/2019 2:15 PM,4,4,2019
00016217,M1L1L1,4,1,3,26,"$1,600.00 ",287.90,Formerly Homeless,29/08/2018,20/08/2018 9:09 AM,20,8,2018
00016801,M9N1Z5,3,2,1,21,"$1,575.00 ",288.00,Other,13/11/2018,05/10/2018 10:19 AM,5,10,2018
00020080,M4X1G7,1,1,0,20,"$1,400.00 ",288.00,Indigenous,17/07/2019,10/06/2019 2:00 PM,10,6,2019
00011217,M3C1E6,5,2,3,28,"$1,345.00 ",288.10,Refugees,03/11/2017,13/09/2017 7:21 PM,13,9,2017
00013656,M4H1L1,5,2,3,18,"$1,425.00 ",288.10,Immigrants,26/03/2018,10/01/2018 10:36 AM,10,1,2018
00015166,M2K-OB2,3,2,1,18,"$1,350.00 ",288.10,Other,15/05/2018,11/05/2018 8:43 AM,11,5,2018
00020276,M5V3T5,3,2,1,20,"$1,600.00 ",288.10,Immigrants & Newcomers,19/07/2019,21/06/2019 10:42 AM,21,6,2019
00016557,M1M3S5,6,2,4,19,"$1,650.00 ",288.20,Formerly Homeless,03/10/2018,12/09/2018 9:58 AM,12,9,2018
00016119,M8V1E6,3,2,1,25,"$1,825.00 ",288.30,Formerly Homeless,18/09/2018,09/08/2018 10:43 AM,9,8,2018
00017263,M4J2L3,5,2,3,16,"$1,450.00 ",288.30,Formerly Homeless,27/11/2018,19/11/2018 3:16 PM,19,11,2018
00015717,M8V3H9,3,2,1,23,"$1,728.00 ",288.40,Formerly Homeless,17/07/2018,10/07/2018 9:47 AM,10,7,2018
00016233,M4K2R1,3,1,2,15,"$1,150.00 ",288.40,Women and/or Children,30/08/2018,20/08/2018 1:28 PM,20,8,2018
00017595,M4B2G1,1,1,0,17,"$1,450.00 ",288.40,Formerly Homeless,18/12/2018,11/12/2018 3:10 PM,11,12,2018
00018188,M5T2N8,1,1,0,21,"$1,375.00 ",288.40,Women and/or Children,18/03/2019,05/02/2019 12:02 PM,5,2,2019
00015223,M5A2E5,3,3,0,26,"$1,575.00 ",288.50,Other,06/06/2018,17/05/2018 11:45 AM,17,5,2018
00016747,M4J4B7,1,1,0,27,"$1,500.00 ",288.50,Formerly Homeless,22/10/2018,27/09/2018 11:21 AM,27,9,2018
00019483,M4K2T4,1,1,0,22,"$1,500.00 ",288.50,Formerly Homeless,22/05/2019,02/05/2019 3:42 PM,2,5,2019
00020334,M6P2R8,2,2,0,19,"$1,525.00 ",288.50,Other,25/07/2019,25/06/2019 11:58 AM,25,6,2019
00011653,M6N3H3,2,2,0,21,"$1,420.00 ",288.60,Formerly Homeless,16/10/2017,13/09/2017 7:47 PM,13,9,2017
00014963,M4B2G1,2,2,0,25,"$1,600.00 ",288.60,Formerly Homeless,25/04/2018,20/04/2018 3:01 PM,20,4,2018
00015245,M4X1W9,1,1,0,24,"$1,700.00 ",288.60,Formerly Homeless,28/05/2018,22/05/2018 1:22 PM,22,5,2018
00012465,M3J1P9,5,2,3,23,"$1,200.00 ",288.70,Formerly Homeless,26/10/2017,24/10/2017 3:46 PM,24,10,2017
00014966,M4C2L8,2,2,0,18,"$1,425.00 ",288.70,Formerly Homeless,25/04/2018,23/04/2018 8:47 AM,23,4,2018
00016368,M6R1M9,1,1,0,20,"$1,550.00 ",288.70,Formerly Homeless,01/10/2018,30/08/2018 12:39 PM,30,8,2018
00019951,M1K4P7,3,1,2,18,"$1,450.00 ",288.70,Women and/or Children,11/07/2019,04/06/2019 12:50 PM,4,6,2019
00013495,L5N8A6,3,2,1,19,"$1,325.00 ",288.80,Formerly Homeless,19/04/2018,03/01/2018 9:50 AM,3,1,2018
00017397,M5V3E8,1,1,0,16,"$1,525.00 ",288.80,Mental Illness,04/01/2019,29/11/2018 9:04 AM,29,11,2018
00013053,M4H1J4,3,2,1,21,"$1,295.00 ",288.90,Immigrants & Newcomers,06/02/2018,04/12/2017 2:29 PM,4,12,2017
00016506,M4X1K5,1,1,0,22,"$1,729.00 ",289.30,Formerly Homeless,17/09/2018,07/09/2018 5:05 PM,7,9,2018
00017091,M4C5L5,2,2,0,28,"$1,575.00 ",289.30,Formerly Homeless,12/11/2018,01/11/2018 12:21 PM,1,11,2018
00013135,M6H4H3,2,2,0,18,"$1,140.00 ",289.40,Formerly Homeless,31/01/2018,06/12/2017 2:11 PM,6,12,2017
00014487,M9B6B5,5,1,4,23,"$1,525.00 ",289.50,Formerly Homeless,19/03/2018,01/03/2018 3:44 PM,1,3,2018
00015946,M4A2P7,1,1,0,21,"$1,575.00 ",289.50,Formerly Homeless,13/08/2018,26/07/2018 9:23 AM,26,7,2018
00020857,M1K3V7,2,2,0,23,"$1,400.00 ",289.50,Formerly Homeless,14/08/2019,02/08/2019 10:43 AM,2,8,2019
00012449,M2J4X8,1,1,0,20,"$1,185.00 ",289.60,Formerly Homeless,01/11/2017,22/10/2017 7:22 PM,22,10,2017
00012107,M1J1R9,4,2,2,21,"$1,290.00 ",289.70,Immigrants,23/10/2017,13/09/2017 7:49 PM,13,9,2017
00013506,M1J2G4,2,2,0,19,"$1,220.00 ",289.70,Formerly Homeless,09/01/2018,03/01/2018 1:18 PM,3,1,2018
00013960,M9V1C1,3,2,1,20,"$1,500.00 ",289.70,Refugees,13/03/2018,29/01/2018 3:40 PM,29,1,2018
00014985,M3J1K9,4,3,1,20,"$1,425.00 ",289.70,Immigrants & Newcomers,04/05/2018,24/04/2018 6:06 PM,24,4,2018
00015927,M4L-2A9,1,1,0,22,"$1,500.00 ",289.70,Other,02/08/2018,25/07/2018 10:59 AM,25,7,2018
00020085,M6L1B4,3,3,0,19,"$1,550.00 ",289.70,Immigrants & Newcomers,11/07/2019,11/06/2019 10:11 AM,11,6,2019
00019968,M4L3N8,1,1,0,16,"$1,450.00 ",289.80,Other,28/06/2019,04/06/2019 2:04 PM,4,6,2019
00015841,M3N2H4,6,2,4,27,"$1,725.00 ",290.00,Formerly Homeless,07/08/2018,17/07/2018 11:28 AM,17,7,2018
00020693,M4B2E8,3,1,2,24,"$1,450.00 ",290.00,Women and/or Children,29/07/2019,22/07/2019 12:59 PM,22,7,2019
00013004,M1T3N1,3,2,1,19,"$1,020.00 ",290.10,Formerly Homeless,11/12/2017,01/12/2017 10:57 AM,1,12,2017
00018702,M4C5L8,4,2,2,20,"$1,625.00 ",290.10,Immigrants & Newcomers,01/04/2019,11/03/2019 11:28 AM,11,3,2019
00016128,M9V2C9,4,1,3,28,"$1,725.00 ",290.20,Women and/or Children,07/09/2018,09/08/2018 1:47 PM,9,8,2018
00014824,M2N6T5,4,2,2,15,"$1,275.00 ",290.40,Other,17/04/2018,09/04/2018 3:03 PM,9,4,2018
00019170,M6E4X4,2,1,1,18,"$1,250.00 ",290.40,Formerly Homeless,06/05/2019,12/04/2019 3:59 PM,12,4,2019
00014245,M2M3W1,3,2,1,26,"$1,600.00 ",290.50,Formerly Homeless,06/03/2018,15/02/2018 2:52 PM,15,2,2018
00014998,M3L2E2,1,1,0,20,"$1,375.00 ",290.50,Formerly Homeless,03/05/2018,25/04/2018 12:14 PM,25,4,2018
00011593,L6Z0B4,2,2,0,17,"$1,055.00 ",290.70,Refugees,13/10/2017,13/09/2017 7:47 PM,13,9,2017
00016819,M8V3M,1,1,0,18,"$1,525.00 ",290.70,Formerly Homeless,24/10/2018,09/10/2018 12:12 PM,9,10,2018
00014639,M6P2S2,1,1,0,25,"$1,725.00 ",290.90,Formerly Homeless,03/04/2018,15/03/2018 9:20 AM,15,3,2018
00015944,M1B1Z2,1,1,0,26,"$1,575.00 ",290.90,LGBTQ,01/08/2018,25/07/2018 5:02 PM,25,7,2018
00011124,M3C1G9,2,2,0,19,"$1,290.00 ",291.00,Immigrants,14/11/2017,13/09/2017 7:21 PM,13,9,2017
00019210,M1J2E5,5,2,3,16,"$1,375.00 ",291.00,Other,07/05/2019,16/04/2019 1:15 PM,16,4,2019
00013400,M9R3S3,1,1,0,21,"$1,285.00 ",291.10,Formerly Homeless,04/01/2018,21/12/2017 4:46 PM,21,12,2017
00015059,M9V3X3,1,1,0,29,"$1,775.00 ",291.10,Formerly Homeless,08/05/2018,30/04/2018 2:24 PM,30,4,2018
00015680,M9N1B6,2,1,1,28,"$1,425.00 ",291.10,Other,13/07/2018,04/07/2018 12:21 PM,4,7,2018
00019255,M1M2E8,1,1,0,22,"$1,625.00 ",291.10,Other,06/05/2019,18/04/2019 11:26 AM,18,4,2019
00014951,M3J0E8,1,1,0,19,"$1,500.00 ",291.30,Formerly Homeless,25/04/2018,20/04/2018 10:26 AM,20,4,2018
00018032,M5A0N5,2,1,1,22,"$1,450.00 ",291.30,Women and/or Children,11/02/2019,23/01/2019 4:23 PM,23,1,2019
00018572,M9W4R1,2,2,0,19,"$1,450.00 ",291.30,Mental Illness,14/03/2019,01/03/2019 9:42 AM,1,3,2019
00014529,M3N2L4,4,2,2,22,"$1,525.00 ",291.40,Formerly Homeless,15/03/2018,06/03/2018 10:24 AM,6,3,2018
00015394,M4B2T3,2,1,1,23,"$1,650.00 ",291.40,Other,15/06/2018,05/06/2018 2:38 PM,5,6,2018
00015577,M8W37,2,2,0,24,"$1,824.00 ",291.40,Other,06/07/2018,22/06/2018 10:24 AM,22,6,2018
00011912,M4M3B7,2,1,1,20,"$1,374.00 ",291.60,Women and/or Children,21/10/2017,13/09/2017 7:47 PM,13,9,2017
00018826,L5A2H5,2,2,0,23,"$1,550.00 ",291.60,Women & Children,04/04/2019,19/03/2019 3:46 PM,19,3,2019
00012348,M6K2T7,1,1,0,25,"$1,789.00 ",291.80,Formerly Homeless,05/10/2017,04/10/2017 5:03 PM,4,10,2017
00014199,M6J2J4,1,1,0,20,"$1,650.00 ",291.80,Formerly Homeless,20/02/2018,12/02/2018 2:39 PM,12,2,2018
00015003,M9W1Y5,1,1,0,24,"$1,600.00 ",291.80,Formerly Homeless,01/05/2018,25/04/2018 2:45 PM,25,4,2018
00016294,M3L2H8,3,1,2,28,"$1,875.00 ",291.80,Refugees,19/11/2018,24/08/2018 10:25 AM,24,8,2018
00018190,M5A2W5,2,2,0,17,"$1,475.00 ",291.80,Formerly Homeless,21/02/2019,05/02/2019 12:32 PM,5,2,2019
00015663,M9V4L4,1,1,0,29,"$1,600.00 ",291.90,Formerly Homeless,23/08/2018,03/07/2018 10:45 AM,3,7,2018
00019506,M8V3C9,3,1,2,29,"$1,600.00 ",291.90,Refugees,24/05/2019,03/05/2019 4:58 PM,3,5,2019
00012281,M1P3G5,2,2,0,23,"$1,380.00 ",292.00,Formerly Homeless,27/09/2017,26/09/2017 8:32 PM,26,9,2017
00017399,M4B1A2,1,1,0,22,"$1,600.00 ",292.00,Formerly Homeless,04/12/2018,29/11/2018 10:25 AM,29,11,2018
00018154,M4L2K9,4,1,3,24,"$1,625.00 ",292.20,Indigenous,22/02/2019,01/02/2019 3:47 PM,1,2,2019
00018490,M4C1J7,2,2,0,24,"$1,525.00 ",292.20,Formerly Homeless,07/03/2019,25/02/2019 1:17 PM,25,2,2019
00014699,M1J3C9,3,1,2,22,"$1,475.00 ",292.30,Women and/or Children,12/04/2018,23/03/2018 2:28 PM,23,3,2018
00016858,M3L2J1,3,1,2,27,"$1,725.00 ",292.30,Formerly Homeless,06/11/2018,12/10/2018 9:38 AM,12,10,2018
00019850,L7A3C6,1,1,0,17,"$1,425.00 ",292.30,Other,03/07/2019,28/05/2019 2:06 PM,28,5,2019
00014070,M1K2N2,2,2,0,19,"$1,140.00 ",292.40,Formerly Homeless,06/02/2018,02/02/2018 2:16 PM,2,2,2018
00015144,L5R2Z3,2,2,0,24,"$1,500.00 ",292.50,Other,11/05/2018,09/05/2018 2:35 PM,9,5,2018
00015523,M3J3P8,2,2,0,20,"$1,275.00 ",292.90,Formerly Homeless,04/07/2018,18/06/2018 3:45 PM,18,6,2018
00020726,M1G1Z9,5,2,3,18,"$1,450.00 ",292.90,Other,17/08/2019,24/07/2019 10:29 AM,24,7,2019
00012552,M3L1L7,4,2,2,30,"$1,490.00 ",293.00,Formerly Homeless,16/11/2017,03/11/2017 5:11 PM,3,11,2017
00012663,M9L1L1,2,1,1,20,"$1,385.00 ",293.00,Formerly Homeless,22/11/2017,20/11/2017 4:23 PM,20,11,2017
00015278,L7A4N3,3,2,1,27,"$1,650.00 ",293.00,Refugees,04/06/2018,25/05/2018 12:13 PM,25,5,2018
00016625,M1L3X2,1,1,0,24,"$1,625.00 ",293.00,Formerly Homeless,10/10/2018,18/09/2018 9:13 AM,18,9,2018
00017613,M6A2N1,3,1,2,24,"$1,933.00 ",293.00,LGBTQ,07/01/2019,12/12/2018 4:22 PM,12,12,2018
00019629,M9N3P7,1,1,0,22,"$1,450.00 ",293.20,Formerly Homeless,28/05/2019,13/05/2019 2:31 PM,13,5,2019
00013582,M6M2W6,3,2,1,15,"$1,400.00 ",293.30,Refugees,12/02/2018,05/01/2018 9:48 AM,5,1,2018
00012346,M9R3Y8,4,1,3,17,"$1,190.00 ",293.40,Formerly Homeless,05/10/2017,04/10/2017 4:51 PM,4,10,2017
00012540,M5N2E5,1,1,0,24,"$1,474.00 ",293.40,Formerly Homeless,02/11/2017,02/11/2017 9:24 AM,2,11,2017
00012484,M1B2C7,1,1,0,26,"$1,460.00 ",293.40,Formerly Homeless,06/11/2017,27/10/2017 11:23 AM,27,10,2017
00015211,M1T3N5,4,2,2,24,"$1,500.00 ",293.50,Formerly Homeless,05/06/2018,16/05/2018 11:19 AM,16,5,2018
